Image_ID,Region,Temporal_Baseline,Patch_Number,Mean_Coherence,Std_Coherence,Min_Coherence,Max_Coherence,Mean_Phase,Std_Phase,Phase_Entropy,Phase_Energy,GroundTruth_Area,Predicted_Area,Area_Percentage,Dice,IoU,Precision,Recall,Specificity,Sensitivity,Accuracy,F1,Average_Confidence,Maximum_Confidence,Minimum_Confidence,Confidence_Variance,Confidence_Entropy,Connected_Components,Largest_Component,Perimeter,Convex_Area,Solidity,Aspect_Ratio,Circularity,Shape_Complexity,Severity_Index,Risk_Level,Confidence_Level
d78962810ba74d8caf3b53438eef6d2f,Unknown,Unknown,temp,0.6588757038116455,0.16111890971660614,0.11849816143512726,0.9392775893211365,-1.6827765703201294,1.1036310195922852,4.391882763205324,26.987428194280266,,0,0.0,,,,,,,,,1.3841335544384492e-07,5.168690040591173e-05,1.0644783665636481e-11,1.5404257730500248e-12,-2047.9999991538523,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.19020736666338456,Very Low,Low
